STRUCTURE_NAME,ACTION,REF_AREA,Reference area,Unit of measure,Sex,Cause of death,TIME_PERIOD,OBS_VALUE
Causes of mortality,I,KOR,Korea,Deaths per 100 000 inhabitants,Male,"Endocrine, nutritional and metabolic diseases",2008,48.1
Causes of mortality,I,KOR,Korea,Deaths per 100 000 inhabitants,Male,"Endocrine, nutritional and metabolic diseases",2007,53.1
Causes of mortality,I,KOR,Korea,Deaths per 100 000 inhabitants,Male,"Endocrine, nutritional and metabolic diseases",2006,55.8
Causes of mortality,I,KOR,Korea,Deaths per 100 000 inhabitants,Male,"Endocrine, nutritional and metabolic diseases",2005,57.5
Causes of mortality,I,KOR,Korea,Deaths per 100 000 inhabitants,Male,"Endocrine, nutritional and metabolic diseases",2004,58.2
Causes of mortality,I,KOR,Korea,Deaths per 100 000 inhabitants,Male,"Endocrine, nutritional and metabolic diseases",2003,63.1
Causes of mortality,I,KOR,Korea,Deaths per 100 000 inhabitants,Male,"Endocrine, nutritional and metabolic diseases",2002,65.2
Causes of mortality,I,KOR,Korea,Deaths per 100 000 inhabitants,Male,"Endocrine, nutritional and metabolic diseases",2001,67.8
Causes of mortality,I,KOR,Korea,Deaths per 100 000 inhabitants,Male,"Endocrine, nutritional and metabolic diseases",2000,66.5
Causes of mortality,I,KOR,Korea,Deaths per 100 000 inhabitants,Male,"Endocrine, nutritional and metabolic diseases",2020,25.7
Causes of mortality,I,KOR,Korea,Deaths per 100 000 inhabitants,Male,"Endocrine, nutritional and metabolic diseases",2019,25.4
Causes of mortality,I,KOR,Korea,Deaths per 100 000 inhabitants,Male,"Endocrine, nutritional and metabolic diseases",2018,28.8
Causes of mortality,I,KOR,Korea,Deaths per 100 000 inhabitants,Male,"Endocrine, nutritional and metabolic diseases",2017,30.7
Causes of mortality,I,KOR,Korea,Deaths per 100 000 inhabitants,Male,"Endocrine, nutritional and metabolic diseases",2016,34
Causes of mortality,I,POL,Poland,Deaths per 100 000 inhabitants,Female,Total,2014,794.4
Causes of mortality,I,POL,Poland,Deaths per 100 000 inhabitants,Female,Total,2013,838.4
Causes of mortality,I,POL,Poland,Deaths per 100 000 inhabitants,Female,Total,2002,1029.4
Causes of mortality,I,POL,Poland,Deaths per 100 000 inhabitants,Female,Total,2001,1062.4
Causes of mortality,I,POL,Poland,Deaths per 100 000 inhabitants,Female,Total,2000,1095.2
Causes of mortality,I,POL,Poland,Deaths per 100 000 inhabitants,Female,Total,2012,844
Causes of mortality,I,POL,Poland,Deaths per 100 000 inhabitants,Female,Diseases of the digestive system,2013,33.1
Causes of mortality,I,POL,Poland,Deaths per 100 000 inhabitants,Female,Diseases of the digestive system,2012,32.8
Causes of mortality,I,POL,Poland,Deaths per 100 000 inhabitants,Female,Total,2009,918.4
Causes of mortality,I,POL,Poland,Deaths per 100 000 inhabitants,Female,Total,2008,924.4
Causes of mortality,I,POL,Poland,Deaths per 100 000 inhabitants,Female,Total,2007,942.9
Causes of mortality,I,POL,Poland,Deaths per 100 000 inhabitants,Female,Total,2006,954.8
Causes of mortality,I,POL,Poland,Deaths per 100 000 inhabitants,Female,Total,2005,990.4
Causes of mortality,I,POL,Poland,Deaths per 100 000 inhabitants,Female,Total,2004,1002
Causes of mortality,I,POL,Poland,Deaths per 100 000 inhabitants,Female,Total,2003,1044.1
Causes of mortality,I,POL,Poland,Deaths per 100 000 inhabitants,Female,Total,2020,885.9
Causes of mortality,I,POL,Poland,Deaths per 100 000 inhabitants,Female,Total,2019,785.9
Causes of mortality,I,POL,Poland,Deaths per 100 000 inhabitants,Female,Total,2018,796.1
Causes of mortality,I,POL,Poland,Deaths per 100 000 inhabitants,Female,Total,2017,800.4
Causes of mortality,I,POL,Poland,Deaths per 100 000 inhabitants,Female,Total,2016,778.3
Causes of mortality,I,POL,Poland,Deaths per 100 000 inhabitants,Female,Total,2015,817.3
Causes of mortality,I,AUS,Australia,Deaths per 100 000 inhabitants,Total,Diseases of the digestive system,2016,25.5
Causes of mortality,I,AUS,Australia,Deaths per 100 000 inhabitants,Total,Diseases of the digestive system,2015,25.8
Causes of mortality,I,AUS,Australia,Deaths per 100 000 inhabitants,Total,Diseases of the digestive system,2003,28.2
Causes of mortality,I,AUS,Australia,Deaths per 100 000 inhabitants,Total,Diseases of the digestive system,2002,28.9
Causes of mortality,I,AUS,Australia,Deaths per 100 000 inhabitants,Total,Diseases of the digestive system,2001,27.1
Causes of mortality,I,AUS,Australia,Deaths per 100 000 inhabitants,Total,Diseases of the digestive system,2000,28.8
Causes of mortality,I,AUS,Australia,Deaths per 100 000 inhabitants,Total,Diseases of the digestive system,2014,25.4
Causes of mortality,I,AUS,Australia,Deaths per 100 000 inhabitants,Total,Diseases of the digestive system,2013,25.7
Causes of mortality,I,AUS,Australia,Deaths per 100 000 inhabitants,Total,Diseases of the digestive system,2012,25.7
Causes of mortality,I,AUS,Australia,Deaths per 100 000 inhabitants,Total,Diseases of the digestive system,2011,26.2
Causes of mortality,I,AUS,Australia,Deaths per 100 000 inhabitants,Total,Diseases of the digestive system,2010,26.2
Causes of mortality,I,AUS,Australia,Deaths per 100 000 inhabitants,Total,Diseases of the digestive system,2009,26.4
Causes of mortality,I,AUS,Australia,Deaths per 100 000 inhabitants,Total,Diseases of the digestive system,2008,27
Causes of mortality,I,AUS,Australia,Deaths per 100 000 inhabitants,Total,Diseases of the digestive system,2007,26.9
Causes of mortality,I,AUS,Australia,Deaths per 100 000 inhabitants,Total,Diseases of the digestive system,2006,27.1
Causes of mortality,I,AUS,Australia,Deaths per 100 000 inhabitants,Total,Diseases of the digestive system,2004,27.8
Causes of mortality,I,AUS,Australia,Deaths per 100 000 inhabitants,Total,Diseases of the digestive system,2020,26
Causes of mortality,I,AUS,Australia,Deaths per 100 000 inhabitants,Total,Diseases of the digestive system,2019,26.4
Causes of mortality,I,AUS,Australia,Deaths per 100 000 inhabitants,Total,Diseases of the digestive system,2018,25.1
Causes of mortality,I,AUS,Australia,Deaths per 100 000 inhabitants,Total,Diseases of the digestive system,2017,25.6
Causes of mortality,I,PRT,Portugal,Deaths per 100 000 inhabitants,Female,"Endocrine, nutritional and metabolic diseases",2018,36.2
Causes of mortality,I,PRT,Portugal,Deaths per 100 000 inhabitants,Female,"Endocrine, nutritional and metabolic diseases",2017,36.1
Causes of mortality,I,PRT,Portugal,Deaths per 100 000 inhabitants,Female,"Endocrine, nutritional and metabolic diseases",2003,49.9
Causes of mortality,I,PRT,Portugal,Deaths per 100 000 inhabitants,Female,"Endocrine, nutritional and metabolic diseases",2001,46.5
Causes of mortality,I,PRT,Portugal,Deaths per 100 000 inhabitants,Female,"Endocrine, nutritional and metabolic diseases",2000,40.4
Causes of mortality,I,PRT,Portugal,Deaths per 100 000 inhabitants,Female,"Endocrine, nutritional and metabolic diseases",2002,48.5
Causes of mortality,I,PRT,Portugal,Deaths per 100 000 inhabitants,Female,"Endocrine, nutritional and metabolic diseases",2016,38.4
Causes of mortality,I,PRT,Portugal,Deaths per 100 000 inhabitants,Female,"Endocrine, nutritional and metabolic diseases",2015,39.6
Causes of mortality,I,PRT,Portugal,Deaths per 100 000 inhabitants,Female,"Endocrine, nutritional and metabolic diseases",2014,38.7
Causes of mortality,I,PRT,Portugal,Deaths per 100 000 inhabitants,Female,"Endocrine, nutritional and metabolic diseases",2013,42.5
Causes of mortality,I,PRT,Portugal,Deaths per 100 000 inhabitants,Female,"Endocrine, nutritional and metabolic diseases",2012,44.8
Causes of mortality,I,PRT,Portugal,Deaths per 100 000 inhabitants,Female,"Endocrine, nutritional and metabolic diseases",2011,42.4
Causes of mortality,I,PRT,Portugal,Deaths per 100 000 inhabitants,Female,"Endocrine, nutritional and metabolic diseases",2010,44.9
Causes of mortality,I,PRT,Portugal,Deaths per 100 000 inhabitants,Female,"Endocrine, nutritional and metabolic diseases",2009,44.9
Causes of mortality,I,PRT,Portugal,Deaths per 100 000 inhabitants,Female,"Endocrine, nutritional and metabolic diseases",2008,43.2
Causes of mortality,I,PRT,Portugal,Deaths per 100 000 inhabitants,Female,"Endocrine, nutritional and metabolic diseases",2007,43.6
Causes of mortality,I,PRT,Portugal,Deaths per 100 000 inhabitants,Female,"Endocrine, nutritional and metabolic diseases",2019,30.1
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Female,Diseases of the respiratory system,2015,51.6
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Female,Diseases of the respiratory system,2014,42.2
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Female,Diseases of the respiratory system,2003,51.7
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Female,Diseases of the respiratory system,2002,44.6
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Female,Diseases of the respiratory system,2001,43.5
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Female,Diseases of the respiratory system,2000,48.1
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Female,Diseases of the respiratory system,2013,47.6
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Female,Diseases of the respiratory system,2012,43.3
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Female,Diseases of the respiratory system,2011,40.7
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Female,Diseases of the respiratory system,2010,47.6
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Female,Diseases of the respiratory system,2009,50.6
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Female,Diseases of the respiratory system,2008,46.9
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Female,Diseases of the respiratory system,2007,48.4
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Female,Diseases of the respiratory system,2006,51.6
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Female,Diseases of the respiratory system,2005,56.5
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Female,Diseases of the respiratory system,2004,42.5
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Female,Diseases of the respiratory system,2020,50.8
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Female,Diseases of the respiratory system,2019,53.4
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Female,Diseases of the respiratory system,2018,55.6
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Female,Diseases of the respiratory system,2017,54.3
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Female,Diseases of the respiratory system,2016,47.4
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Female,"Endocrine, nutritional and metabolic diseases",2015,8.8
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Female,"Endocrine, nutritional and metabolic diseases",2014,8.4
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Female,"Endocrine, nutritional and metabolic diseases",2003,8.8
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Female,"Endocrine, nutritional and metabolic diseases",2002,9.7
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Female,"Endocrine, nutritional and metabolic diseases",2001,9.5
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Female,"Endocrine, nutritional and metabolic diseases",2000,8.7
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Female,"Endocrine, nutritional and metabolic diseases",2013,8.9
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Female,"Endocrine, nutritional and metabolic diseases",2012,10.1
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Female,"Endocrine, nutritional and metabolic diseases",2011,8.3
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Female,"Endocrine, nutritional and metabolic diseases",2010,8.6
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Female,"Endocrine, nutritional and metabolic diseases",2009,10
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Female,"Endocrine, nutritional and metabolic diseases",2008,9.1
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Female,"Endocrine, nutritional and metabolic diseases",2007,10.2
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Female,"Endocrine, nutritional and metabolic diseases",2006,10.1
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Female,"Endocrine, nutritional and metabolic diseases",2005,10.8
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Female,"Endocrine, nutritional and metabolic diseases",2004,9.7
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Female,"Endocrine, nutritional and metabolic diseases",2020,18.8
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Female,"Endocrine, nutritional and metabolic diseases",2019,16.2
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Female,"Endocrine, nutritional and metabolic diseases",2018,14.7
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Female,"Endocrine, nutritional and metabolic diseases",2017,11.6
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Female,"Endocrine, nutritional and metabolic diseases",2016,8.6
Causes of mortality,I,SVK,Slovak Republic,Deaths per 100 000 inhabitants,Total,Diseases of the circulatory system,2020,496.9
Causes of mortality,I,SVK,Slovak Republic,Deaths per 100 000 inhabitants,Total,Diseases of the circulatory system,2019,470.1
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Certain infectious and parasitic diseases,2013,31.9
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Certain infectious and parasitic diseases,2012,30.6
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Certain infectious and parasitic diseases,2011,27.4
Causes of mortality,I,GRC,Greece,Deaths per 100 000 inhabitants,Total,Diseases of the nervous system,2010,12.1
Causes of mortality,I,GRC,Greece,Deaths per 100 000 inhabitants,Total,Diseases of the nervous system,2009,12.4
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Certain infectious and parasitic diseases,2008,27.6
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Certain infectious and parasitic diseases,2007,26.7
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Certain infectious and parasitic diseases,2006,27
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Certain infectious and parasitic diseases,2005,28.6
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Certain infectious and parasitic diseases,2004,26.5
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Certain infectious and parasitic diseases,2003,26.6
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Certain infectious and parasitic diseases,2002,25.3
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Certain infectious and parasitic diseases,2001,26
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Certain infectious and parasitic diseases,2000,27.8
Causes of mortality,I,SVK,Slovak Republic,Deaths per 100 000 inhabitants,Total,Diseases of the circulatory system,2018,493.4
Causes of mortality,I,SVK,Slovak Republic,Deaths per 100 000 inhabitants,Total,Diseases of the circulatory system,2017,529.7
Causes of mortality,I,SVK,Slovak Republic,Deaths per 100 000 inhabitants,Total,Diseases of the circulatory system,2016,512.5
Causes of mortality,I,SVK,Slovak Republic,Deaths per 100 000 inhabitants,Total,Diseases of the circulatory system,2014,539.3
Causes of mortality,I,SVK,Slovak Republic,Deaths per 100 000 inhabitants,Total,Diseases of the circulatory system,2013,581.6
Causes of mortality,I,SVK,Slovak Republic,Deaths per 100 000 inhabitants,Total,Diseases of the circulatory system,2012,583.8
Causes of mortality,I,SVK,Slovak Republic,Deaths per 100 000 inhabitants,Total,Diseases of the circulatory system,2010,736.3
Causes of mortality,I,SVK,Slovak Republic,Deaths per 100 000 inhabitants,Total,Diseases of the circulatory system,2009,742.2
Causes of mortality,I,SVK,Slovak Republic,Deaths per 100 000 inhabitants,Total,Diseases of the circulatory system,2008,763.2
Causes of mortality,I,SVK,Slovak Republic,Deaths per 100 000 inhabitants,Total,Diseases of the circulatory system,2007,801.1
Causes of mortality,I,SVK,Slovak Republic,Deaths per 100 000 inhabitants,Total,Diseases of the circulatory system,2006,827.2
Causes of mortality,I,SVK,Slovak Republic,Deaths per 100 000 inhabitants,Total,Diseases of the circulatory system,2005,849.7
Causes of mortality,I,SVK,Slovak Republic,Deaths per 100 000 inhabitants,Total,Diseases of the circulatory system,2004,834.5
Causes of mortality,I,SVK,Slovak Republic,Deaths per 100 000 inhabitants,Total,Diseases of the circulatory system,2003,861.7
Causes of mortality,I,SVK,Slovak Republic,Deaths per 100 000 inhabitants,Total,Diseases of the circulatory system,2002,858.6
Causes of mortality,I,SVK,Slovak Republic,Deaths per 100 000 inhabitants,Total,Diseases of the circulatory system,2001,884.3
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Certain infectious and parasitic diseases,2020,31.1
Causes of mortality,I,SVK,Slovak Republic,Deaths per 100 000 inhabitants,Total,Diseases of the circulatory system,2000,865.7
