STRUCTURE_NAME,REF_AREA,Reference area,Measure,Unit of measure,Age,Sex,Cause of death,TIME_PERIOD,OBS_VALUE
Causes of mortality,JPN,Japan,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2019,30.4
Causes of mortality,JPN,Japan,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2020,30
Causes of mortality,JPN,Japan,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2021,29.8
Causes of mortality,JPN,Japan,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2010,43.3
Causes of mortality,JPN,Japan,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2011,42.4
Causes of mortality,JPN,Japan,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2012,41
Causes of mortality,JPN,Japan,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2013,38.5
Causes of mortality,JPN,Japan,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2014,37.1
Causes of mortality,JPN,Japan,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2015,35.2
Causes of mortality,TUR,Türkiye,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2016,174.1
Causes of mortality,TUR,Türkiye,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2014,177.9
Causes of mortality,TUR,Türkiye,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2015,174.3
Causes of mortality,TUR,Türkiye,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2010,165.4
Causes of mortality,TUR,Türkiye,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2011,168.9
Causes of mortality,TUR,Türkiye,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2012,168.5
Causes of mortality,TUR,Türkiye,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2019,154.1
Causes of mortality,TUR,Türkiye,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2017,169.6
Causes of mortality,TUR,Türkiye,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2018,165
Causes of mortality,TUR,Türkiye,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2013,180
Causes of mortality,RUS,Russia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2013,220.1
Causes of mortality,RUS,Russia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2014,220.9
Causes of mortality,RUS,Russia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2015,216.8
Causes of mortality,RUS,Russia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2019,205.3
Causes of mortality,RUS,Russia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2010,228.7
Causes of mortality,RUS,Russia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2011,225.8
Causes of mortality,RUS,Russia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2012,221.5
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2016,1.1
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2017,1.4
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2018,1.1
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2019,1.1
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2020,1.1
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2021,1.2
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2010,1.2
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2011,1.1
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2012,0.9
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2013,1.1
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2014,0.7
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2015,1.2
Causes of mortality,SVN,Slovenia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2015,1.1
Causes of mortality,SVN,Slovenia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2016,1.1
Causes of mortality,SVN,Slovenia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2017,1.1
Causes of mortality,SVN,Slovenia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2018,0.9
Causes of mortality,SVN,Slovenia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2019,0.6
Causes of mortality,SVN,Slovenia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2020,0.5
Causes of mortality,SVN,Slovenia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2010,1.1
Causes of mortality,SVN,Slovenia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2011,1.2
Causes of mortality,SVN,Slovenia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2012,1.2
Causes of mortality,SVN,Slovenia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2013,1
Causes of mortality,SVN,Slovenia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2014,0.6
Causes of mortality,FIN,Finland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2016,1.3
Causes of mortality,FIN,Finland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2017,1.2
Causes of mortality,FRA,France,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2011,46.3
Causes of mortality,FRA,France,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2012,45.4
Causes of mortality,FRA,France,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2013,43
Causes of mortality,FRA,France,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2017,38.3
Causes of mortality,FRA,France,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2016,38.3
Causes of mortality,FRA,France,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2014,41.1
Causes of mortality,FRA,France,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2015,40.2
Causes of mortality,FRA,France,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2018,37
Causes of mortality,FRA,France,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2019,34.8
Causes of mortality,FRA,France,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2020,33.9
Causes of mortality,FRA,France,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2010,49
Causes of mortality,FIN,Finland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2018,1.1
Causes of mortality,FIN,Finland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2019,0.9
Causes of mortality,FIN,Finland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2020,0.9
Causes of mortality,FIN,Finland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2021,0.8
Causes of mortality,FIN,Finland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2010,1.6
Causes of mortality,FIN,Finland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2011,1.8
Causes of mortality,FIN,Finland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2012,1.7
Causes of mortality,FIN,Finland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2013,1.3
Causes of mortality,FIN,Finland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2014,1.4
Causes of mortality,FIN,Finland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2015,1.2
Causes of mortality,LVA,Latvia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2014,260.9
Causes of mortality,LVA,Latvia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2015,255.7
Causes of mortality,LVA,Latvia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2016,255.4
Causes of mortality,LVA,Latvia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2017,258.5
Causes of mortality,LVA,Latvia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2018,256.1
Causes of mortality,LVA,Latvia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2019,254.3
Causes of mortality,LVA,Latvia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2020,256.2
Causes of mortality,LVA,Latvia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2021,245.8
Causes of mortality,LVA,Latvia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2010,268
Causes of mortality,LVA,Latvia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2011,261.7
Causes of mortality,LVA,Latvia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2012,265.2
Causes of mortality,LVA,Latvia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2013,261.6
Causes of mortality,ISR,Israel,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2014,194.2
Causes of mortality,ISR,Israel,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2015,192.5
Causes of mortality,FRA,France,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2017,13.4
Causes of mortality,FRA,France,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2018,12.5
Causes of mortality,FRA,France,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2019,12
Causes of mortality,FRA,France,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2020,12.7
Causes of mortality,FRA,France,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2010,14.8
Causes of mortality,FRA,France,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2011,14.7
Causes of mortality,FRA,France,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2012,14.8
Causes of mortality,FRA,France,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2013,14.4
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2019,51.1
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2020,50
Causes of mortality,FRA,France,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2016,13.3
Causes of mortality,ISR,Israel,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2016,186.2
Causes of mortality,ISR,Israel,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2017,183.4
Causes of mortality,ISR,Israel,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2018,181.9
Causes of mortality,ISR,Israel,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2019,181.7
Causes of mortality,ISR,Israel,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2020,176.8
Causes of mortality,ISR,Israel,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2021,172.4
Causes of mortality,ISR,Israel,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2010,205.5
Causes of mortality,ISR,Israel,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2011,196.3
Causes of mortality,ISR,Israel,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2012,199.6
Causes of mortality,ISR,Israel,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2013,195.4
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2016,4.1
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2017,4.1
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2018,4.3
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2019,4.5
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2020,3.9
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2021,3.8
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2010,4.9
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2011,5
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2012,4.7
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2013,4.6
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2014,4.5
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2015,4.3
Causes of mortality,ZAF,South Africa,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2012,19.3
Causes of mortality,ZAF,South Africa,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2013,16.4
Causes of mortality,ZAF,South Africa,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2014,16.7
Causes of mortality,ZAF,South Africa,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2015,15.7
Causes of mortality,ZAF,South Africa,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2010,22.1
Causes of mortality,ZAF,South Africa,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2018,15.1
Causes of mortality,ZAF,South Africa,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2016,15.3
Causes of mortality,ZAF,South Africa,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2017,14.8
Causes of mortality,ZAF,South Africa,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2011,20.8
Causes of mortality,GBR,United Kingdom,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2010,0.4
Causes of mortality,GBR,United Kingdom,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2011,0.3
Causes of mortality,GBR,United Kingdom,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2012,0.4
Causes of mortality,GBR,United Kingdom,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2013,0.4
Causes of mortality,GBR,United Kingdom,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2014,0.3
Causes of mortality,GBR,United Kingdom,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2015,0.3
Causes of mortality,GBR,United Kingdom,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2016,0.3
Causes of mortality,GBR,United Kingdom,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2017,0.3
Causes of mortality,GBR,United Kingdom,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2018,0.2
Causes of mortality,GBR,United Kingdom,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2019,0.2
Causes of mortality,GBR,United Kingdom,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2020,0.2
Causes of mortality,LVA,Latvia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2016,2
Causes of mortality,LVA,Latvia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2017,1.5
Causes of mortality,LVA,Latvia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2018,1.6
Causes of mortality,LVA,Latvia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2019,1.4
Causes of mortality,LVA,Latvia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2020,1.3
Causes of mortality,LVA,Latvia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2021,1.3
Causes of mortality,LVA,Latvia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2010,1.7
Causes of mortality,LVA,Latvia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2011,1.6
Causes of mortality,LVA,Latvia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2012,1.9
Causes of mortality,LVA,Latvia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2013,2
Causes of mortality,LVA,Latvia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2014,1.4
Causes of mortality,LVA,Latvia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2015,2
Causes of mortality,ZAF,South Africa,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2013,59.9
Causes of mortality,ZAF,South Africa,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2014,57.1
Causes of mortality,CHE,Switzerland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2018,179.2
Causes of mortality,CHE,Switzerland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2019,173.3
Causes of mortality,CHE,Switzerland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2020,167.6
Causes of mortality,CHE,Switzerland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2021,164.1
Causes of mortality,CHE,Switzerland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2010,197.3
Causes of mortality,CHE,Switzerland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2011,197.1
Causes of mortality,CHE,Switzerland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2012,193.3
Causes of mortality,CHE,Switzerland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2013,191.4
Causes of mortality,CHE,Switzerland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2014,188.2
Causes of mortality,CHE,Switzerland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2015,189.7
Causes of mortality,CHE,Switzerland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2016,184.9
Causes of mortality,CHE,Switzerland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2017,181.9
Causes of mortality,ZAF,South Africa,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2015,62.3
Causes of mortality,ZAF,South Africa,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2016,65.5
Causes of mortality,ZAF,South Africa,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2017,62.2
Causes of mortality,ZAF,South Africa,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2018,62.4
Causes of mortality,ZAF,South Africa,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2010,70
Causes of mortality,ZAF,South Africa,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2011,68.5
Causes of mortality,ZAF,South Africa,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2012,67.1
Causes of mortality,LUX,Luxembourg,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2017,0.4
Causes of mortality,LUX,Luxembourg,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2018,1.3
Causes of mortality,LUX,Luxembourg,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2019,0.7
Causes of mortality,LUX,Luxembourg,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2020,0.5
Causes of mortality,LUX,Luxembourg,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2021,1
Causes of mortality,LUX,Luxembourg,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2022,0.2
Causes of mortality,LUX,Luxembourg,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2013,1.7
Causes of mortality,LUX,Luxembourg,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2011,1.8
Causes of mortality,LUX,Luxembourg,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2012,0.6
Causes of mortality,LUX,Luxembourg,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2010,0.9
Causes of mortality,LUX,Luxembourg,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2014,1
Causes of mortality,LUX,Luxembourg,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2015,1.2
Causes of mortality,LUX,Luxembourg,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2016,0.8
Causes of mortality,GRC,Greece,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2017,0.5
