REF_AREA,Reference area,Measure,Unit of measure,Age,Sex,TIME_PERIOD,OBS_VALUE,TIME_RANGE
FRA,France,Rectal cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2009,62.7,Data applies to previous five years inclusive
FRA,France,Rectal cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2014,61.9,Data applies to previous five years inclusive
CHE,Switzerland,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2006,151.5,
CHE,Switzerland,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2007,154.5,
CHE,Switzerland,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2008,130.5,
CHE,Switzerland,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2009,130.3,
CHE,Switzerland,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2010,127.5,
CHE,Switzerland,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2011,127.6,
CHE,Switzerland,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2012,134.9,
CHE,Switzerland,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2013,139.2,
CHE,Switzerland,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2014,130.7,
CHE,Switzerland,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2015,141,
CHE,Switzerland,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2016,137.1,
CHE,Switzerland,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2017,175,
CHE,Switzerland,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2018,176.2,
CHE,Switzerland,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2019,171.1,
CHE,Switzerland,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2020,124.4,
SVK,Slovak Republic,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2009,229.9,
SVK,Slovak Republic,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2010,228.3,
SVK,Slovak Republic,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2011,197.3,
SVK,Slovak Republic,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2012,182.2,
SVK,Slovak Republic,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2013,173.4,
SVK,Slovak Republic,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2014,162,
SVK,Slovak Republic,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2015,155.1,
SVK,Slovak Republic,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2016,132.4,
SVK,Slovak Republic,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2017,135.4,
SVK,Slovak Republic,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2018,122.5,
SVK,Slovak Republic,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2019,117.3,
SVK,Slovak Republic,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2020,73.8,
BEL,Belgium,Rectal cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2004,62.9,Data applies to previous five years inclusive
BEL,Belgium,Rectal cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2009,65.3,Data applies to previous five years inclusive
BEL,Belgium,Rectal cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2014,66.6,Data applies to previous five years inclusive
NZL,New Zealand,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2005,249.7,
NZL,New Zealand,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2006,254.4,
NZL,New Zealand,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2007,248.7,
NZL,New Zealand,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2008,238.4,
NZL,New Zealand,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2009,251.6,
NZL,New Zealand,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2010,251.4,
NZL,New Zealand,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2011,245.3,
NZL,New Zealand,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2012,245.6,
NZL,New Zealand,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2013,245.9,
NZL,New Zealand,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2014,252.1,
MLT,Malta,Rectal cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2014,56.1,Data applies to previous five years inclusive
NLD,Netherlands,Lung cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2004,12.4,Data applies to previous five years inclusive
DNK,Denmark,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2005,68.2,
DNK,Denmark,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2006,71.2,
DNK,Denmark,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2007,66,
DNK,Denmark,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2008,60.9,
DNK,Denmark,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2009,59.8,
DNK,Denmark,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2010,70.1,
DNK,Denmark,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2011,61,
DNK,Denmark,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2012,71.1,
DNK,Denmark,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2013,67.6,
DNK,Denmark,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2014,74,
DNK,Denmark,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2015,76.4,
DNK,Denmark,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2016,81.5,
DNK,Denmark,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2017,83.7,
DNK,Denmark,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2018,83.4,
DNK,Denmark,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2019,96.3,
DNK,Denmark,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2020,77.6,
SVN,Slovenia,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2009,125,
SVN,Slovenia,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2010,117.9,
SVN,Slovenia,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2011,114.2,
SVN,Slovenia,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2012,114.5,
SVN,Slovenia,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2013,111,
SVN,Slovenia,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2014,108.5,
SVN,Slovenia,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2015,110.7,
SVN,Slovenia,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2016,105.7,
SVN,Slovenia,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2017,102.5,
SVN,Slovenia,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2018,99.3,
SVN,Slovenia,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2019,96.8,
SVN,Slovenia,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2020,57.6,
CYP,Cyprus,Stomach cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2004,36.6,Data applies to previous five years inclusive
CYP,Cyprus,Stomach cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2009,28.1,Data applies to previous five years inclusive
CYP,Cyprus,Stomach cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2014,35.6,Data applies to previous five years inclusive
POL,Poland,Childhood acute lymphoblastic leukaemia five-year net survival,Percentage of population who have condition,14 years or less,Female,2004,81.9,Data applies to previous five years inclusive
POL,Poland,Childhood acute lymphoblastic leukaemia five-year net survival,Percentage of population who have condition,14 years or less,Female,2009,83.9,Data applies to previous five years inclusive
POL,Poland,Childhood acute lymphoblastic leukaemia five-year net survival,Percentage of population who have condition,14 years or less,Female,2014,89.4,Data applies to previous five years inclusive
CHE,Switzerland,Colon cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2004,63.1,Data applies to previous five years inclusive
CHE,Switzerland,Colon cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2009,66.5,Data applies to previous five years inclusive
CHE,Switzerland,Colon cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2014,67.6,Data applies to previous five years inclusive
NLD,Netherlands,Lung cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2009,15.7,Data applies to previous five years inclusive
NLD,Netherlands,Lung cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2014,17.3,Data applies to previous five years inclusive
NLD,Netherlands,Colon cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2004,58.1,Data applies to previous five years inclusive
NLD,Netherlands,Colon cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2009,60.9,Data applies to previous five years inclusive
NLD,Netherlands,Colon cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2014,63.1,Data applies to previous five years inclusive
NLD,Netherlands,Rectal cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2004,58,Data applies to previous five years inclusive
LUX,Luxembourg,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2018,51.9,
LUX,Luxembourg,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2019,62.8,
LUX,Luxembourg,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2020,30.2,
SVK,Slovak Republic,Colon cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2004,50.3,Data applies to previous five years inclusive
SVK,Slovak Republic,Colon cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2009,51.4,Data applies to previous five years inclusive
SVK,Slovak Republic,Colon cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2014,51.3,Data applies to previous five years inclusive
CAN,Canada,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Male,2007,251.9,
CAN,Canada,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Male,2009,230.5,
CAN,Canada,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Male,2010,225.2,
CAN,Canada,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Male,2011,225,
CAN,Canada,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Male,2012,222.6,
CAN,Canada,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Male,2013,233.1,
CAN,Canada,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Male,2014,212.5,
CAN,Canada,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Male,2015,211.6,
